"2005","2005","2020/5/5","10","1.726139187"
"2005","2005","2020/5/6","0","60.19669496"
"2005","2005","2020/5/6","8","105.7101176"
"2005","2005","2020/5/6","11","85.6836618"
"2005","2005","2020/5/6","17","148.1103297"
"2005","2005","2020/5/6","18","53.65461783"
"2005","2005","2020/5/6","20","64.58092956"
"2005","2005","2020/5/6","22","95.72471593"
"2005","2005","2020/5/7","7","21.9404851"
"2005","2005","2020/5/7","13","105.4619719"
"2005","2005","2020/5/7","16","118.3322212"
"2005","2005","2020/5/7","18","34.23429007"
"2005","2005","2020/5/8","11","78.22425999"
"2005","2005","2020/5/8","20","83.09519112"
"2005","2005","2020/5/10","9","41.7535316"
"2005","2005","2020/5/10","17","18.67540529"
"2005","2005","2020/5/10","18","119.03272507"
"2005","2005","2020/5/11","16","12.83134044"
"2005","2005","2020/5/11","20","70.198125"
"2005","2005","2020/5/12","13","15.73067227"
"2005","2005","2020/5/12","16","22.871513682"
"2005","2005","2020/5/13","10","15.011933156666666"
"2005","2005","2020/5/13","14","83.1977778"
"2005","2005","2020/5/14","8","14.69156311"
"2005","2005","2020/5/14","9","20.16463196"
"2005","2005","2020/5/14","10","7.321838331"
"2005","2005","2020/5/14","17","27.494351232"
"2005","2005","2020/5/14","21","72.26831098"
"2005","2005","2020/5/15","11","33.98396369"
"2005","2005","2020/5/16","9","17.01343095"
"2005","2005","2020/5/16","10","37.770899674999995"
"2005","2005","2020/5/16","11","107.2238663"
"2005","2005","2020/5/16","14","38.51969134"
"2005","2005","2020/5/17","9","5.202872032"
"2005","2005","2020/5/18","7","3.961100335"
"2005","2005","2020/5/18","11","27.43173764"
"2005","2005","2020/5/18","17","42.93736859"
"2005","2005","2020/5/18","18","37.16029776"
"2005","2005","2020/5/18","21","145.7085405"
"2005","2005","2020/5/19","6","2.405418332"
"2005","2005","2020/5/19","8","13.36576755"
"2005","2005","2020/5/19","10","115.5921098"
"2005","2005","2020/5/19","12","10.46594192"
"2005","2005","2020/5/19","13","8.66866478"
"2005","2005","2020/5/19","17","18.07919517"
"2005","2005","2020/5/19","18","46.71764298"
"2005","2005","2020/5/20","6","2.835965244"
"2005","2005","2020/5/20","7","2.91435985"
"2005","2005","2020/5/20","8","40.11239130333333"
"2005","2005","2020/5/20","10","80.91490377000001"
"2005","2005","2020/5/20","11","11.61799845"
"2005","2005","2020/5/20","13","101.0347826"
"2005","2005","2020/5/20","17","41.88328154"
"2005","2005","2020/5/20","19","3.196120465"
"2005","2005","2020/5/21","7","7.8339827049999995"
"2005","2005","2020/5/21","9","14.77693235"
"2005","2005","2020/5/21","11","24.42558898"
"2005","2005","2020/5/21","12","22.3813351"
"2005","2005","2020/5/21","14","70.491841"
"2005","2005","2020/5/21","15","11.27726113"
"2005","2005","2020/5/22","7","10.37810118"
"2005","2005","2020/5/22","9","12.99213418"
"2005","2005","2020/5/22","10","34.8810559"
"2005","2005","2020/5/22","11","1.712562737"
"2005","2005","2020/5/22","15","14.31374086"
"2005","2005","2020/5/22","18","25.74601719"
